timestamp,Fear Greed
2019-03-28,48
2019-03-29,49
2019-04-01,54
2019-04-02,56
2019-04-03,62
2019-04-04,70
2019-04-05,74
2019-04-08,74
2019-04-09,70
2019-04-10,69
2019-04-11,68
2019-04-12,74
2019-04-15,68
2019-04-16,70
2019-04-17,71
2019-04-18,70
2019-04-22,71
2019-04-23,75
2019-04-24,70
2019-04-25,71
2019-04-26,72
2019-04-29,71
2019-04-30,66
2019-05-01,62
2019-05-02,59
2019-05-03,60
2019-05-06,55
2019-05-07,40
2019-05-08,42
2019-05-09,40
2019-05-10,44
2019-05-13,32
2019-05-14,35
2019-05-15,35
2019-05-16,39
2019-05-17,36
2019-05-20,34
2019-05-21,34
2019-05-22,32
2019-05-23,28
2019-05-24,27
2019-05-28,25
2019-05-29,23
2019-05-30,24
2019-05-31,24
2019-06-03,23
2019-06-04,26
2019-06-05,29
2019-06-06,29
2019-06-07,32
2019-06-10,37
2019-06-11,36
2019-06-12,34
2019-06-13,39
2019-06-14,38
2019-06-17,37
2019-06-18,44
2019-06-19,42
2019-06-20,45
2019-06-21,50
2019-06-24,50
2019-06-25,44
2019-06-26,48
2019-06-27,47
2019-06-28,50
2019-07-01,55
2019-07-02,56
2019-07-03,63
2019-07-05,61
2019-07-08,59
2019-07-09,56
2019-07-10,58
2019-07-11,62
2019-07-12,64
2019-07-15,57
2019-07-16,55
2019-07-17,47
2019-07-18,47
2019-07-19,44
2019-07-22,44
2019-07-23,50
2019-07-24,57
2019-07-25,55
2019-07-26,60
2019-07-29,58
2019-07-30,53
2019-07-31,48
2019-08-01,43
2019-08-02,36
2019-08-05,22
2019-08-06,27
2019-08-07,25
2019-08-08,25
2019-08-09,25
2019-08-12,23
2019-08-13,27
2019-08-14,21
2019-08-15,19
2019-08-16,20
2019-08-19,26
2019-08-20,23
2019-08-21,25
2019-08-22,25
2019-08-23,18
2019-08-26,19
2019-08-27,16
2019-08-28,18
2019-08-29,26
2019-08-30,23
2019-09-03,25
2019-09-04,28
2019-09-05,39
2019-09-06,35
2019-09-09,45
2019-09-10,55
2019-09-11,57
2019-09-12,65
2019-09-13,68
2019-09-16,67
2019-09-17,66
2019-09-18,66
2019-09-19,63
2019-09-20,58
2019-09-23,59
2019-09-24,54
2019-09-25,59
2019-09-26,57
2019-09-27,52
2019-09-30,54
2019-10-01,48
2019-10-02,34
2019-10-03,29
2019-10-04,32
2019-10-07,30
2019-10-08,29
2019-10-09,30
2019-10-10,36
2019-10-11,42
2019-10-14,42
2019-10-15,42
2019-10-16,47
2019-10-17,50
2019-10-18,50
2019-10-21,56
2019-10-22,59
2019-10-23,55
2019-10-24,57
2019-10-25,62
2019-10-28,67
2019-10-29,71
2019-10-30,75
2019-10-31,72
2019-11-01,80
2019-11-04,86
2019-11-05,89
2019-11-06,88
2019-11-07,91
2019-11-08,91
2019-11-11,89
2019-11-12,88
2019-11-13,87
2019-11-14,83
2019-11-15,87
2019-11-18,83
2019-11-19,80
2019-11-20,74
2019-11-21,70
2019-11-22,69
2019-11-25,70
2019-11-26,69
2019-11-27,78
2019-11-29,78
2019-12-02,74
2019-12-03,63
2019-12-04,67
2019-12-05,67
2019-12-06,70
2019-12-09,68
2019-12-10,65
2019-12-11,61
2019-12-12,74
2019-12-13,75
2019-12-16,82
2019-12-17,85
2019-12-18,87
2019-12-19,90
2019-12-20,91
2019-12-23,92
2019-12-24,91
2019-12-26,93
2019-12-27,91
2019-12-30,90
2019-12-31,93
2020-01-02,97
2020-01-03,93
2020-01-06,93
2020-01-07,89
2020-01-08,92
2020-01-09,93
2020-01-10,91
2020-01-13,90
2020-01-14,90
2020-01-15,86
2020-01-16,89
2020-01-17,89
2020-01-21,81
2020-01-22,74
2020-01-23,68
2020-01-24,62
2020-01-27,47
2020-01-28,53
2020-01-29,52
2020-01-30,56
2020-01-31,44
2020-02-03,46
2020-02-04,55
2020-02-05,60
2020-02-06,63
2020-02-07,57
2020-02-10,57
2020-02-11,56
2020-02-12,60
2020-02-13,58
2020-02-14,55
2020-02-18,51
2020-02-19,53
2020-02-20,49
2020-02-21,44
2020-02-24,29
2020-02-25,22
2020-02-26,21
2020-02-27,13
2020-02-28,10
2020-03-02,12
2020-03-03,10
2020-03-04,15
2020-03-05,9
2020-03-06,6
2020-03-09,3
2020-03-10,6
2020-03-11,4
2020-03-12,2
2020-03-13,5
2020-03-16,3
2020-03-17,5
2020-03-18,5
2020-03-19,7
2020-03-20,8
2020-03-23,5
2020-03-24,13
2020-03-25,17
2020-03-26,22
2020-03-27,23
2020-03-30,25
2020-03-31,25
2020-04-01,22
2020-04-02,22
2020-04-03,22
2020-04-06,32
2020-04-07,26
2020-04-08,33
2020-04-09,43
2020-04-13,36
2020-04-14,45
2020-04-15,41
2020-04-16,42
2020-04-17,44
2020-04-20,41
2020-04-21,40
2020-04-22,41
2020-04-23,40
2020-04-24,39
2020-04-27,43
2020-04-28,41
2020-04-29,46
2020-04-30,47
2020-05-01,42
2020-05-04,44
2020-05-05,44
2020-05-06,40
2020-05-07,41
2020-05-08,45
2020-05-11,44
2020-05-12,38
2020-05-13,38
2020-05-14,39
2020-05-15,39
2020-05-18,49
2020-05-19,47
2020-05-20,53
2020-05-21,52
2020-05-22,50
2020-05-26,51
2020-05-27,54
2020-05-28,50
2020-05-29,52
2020-06-01,58
2020-06-02,58
2020-06-03,61
2020-06-04,62
2020-06-05,66
2020-07-09,53
2020-07-10,59
2020-07-13,53
2020-07-14,62
2020-07-15,63
2020-07-16,62
2020-07-17,63
2020-07-20,66
2020-07-21,65
2020-07-22,65
2020-07-23,68
2020-07-24,63
2020-07-27,66
2020-07-28,62
2020-07-29,65
2020-07-30,61
2020-07-31,65
2020-08-03,67
2020-08-04,68
2020-08-05,70
2020-08-06,74
2020-08-07,72
2020-08-10,75
2020-08-11,71
2020-08-12,74
2020-08-13,72
2020-08-14,72
2020-08-17,71
2020-08-18,70
2020-08-19,68
2020-08-20,70
2020-08-21,70
2020-08-24,73
2020-08-25,74
2020-08-26,75
2020-08-27,76
2020-08-28,78
2020-08-31,74
2020-09-01,77
2020-09-02,78
2020-09-03,58
2020-09-04,59
2020-09-08,54
2020-09-09,66
2020-09-10,59
2020-09-11,58
2020-09-14,59
2020-09-15,59
2020-09-16,56
2020-09-17,53
2020-09-18,52
2020-09-21,51
2020-09-22,52
2020-09-23,46
2020-09-24,48
2020-09-25,49
2020-09-28,50
2020-09-29,44
2020-09-30,45
2020-10-01,41
2020-10-02,40
2020-10-05,45
2020-10-06,44
2020-10-07,51
2020-10-08,53
2020-10-09,55
2020-10-12,60
2020-10-13,56
2020-10-14,55
2020-10-15,59
2020-10-16,62
2020-10-19,59
2020-10-20,58
2020-10-21,63
2020-10-22,69
2020-10-23,67
2020-10-26,44
2020-10-27,47
2020-10-28,33
2020-10-29,33
2020-10-30,29
2020-11-02,25
2020-11-03,32
2020-11-04,36
2020-11-05,41
2020-11-06,40
2020-11-09,54
2020-11-10,58
2020-11-11,66
2020-11-12,55
2020-11-13,59
2020-11-16,71
2020-11-17,67
2020-11-18,63
2020-11-19,64
2020-11-20,62
2020-11-23,75
2020-11-24,88
2020-11-25,91
2020-11-27,92
2020-11-30,88
2020-12-01,85
2020-12-02,87
2020-12-03,85
2020-12-04,89
2020-12-07,88
2020-12-08,82
2020-12-09,80
2020-12-10,77
2020-12-11,76
2020-12-14,69
2020-12-15,69
2020-12-16,69
2020-12-17,71
2020-12-18,63
2020-12-21,63
2020-12-22,59
2020-12-23,57
2020-12-24,54
2020-12-28,54
2020-12-29,52
2020-12-30,50
2020-12-31,51
2021-01-04,52
2021-01-05,53
2021-01-06,59
2021-01-07,66
2021-01-08,71
2021-01-11,65
2021-01-12,69
2021-01-13,70
2021-01-14,67
2021-01-15,60
2021-01-19,61
2021-01-20,69
2021-01-21,63
2021-01-22,69
2021-01-25,66
2021-01-26,62
2021-01-27,40
2021-01-28,45
2021-01-29,38
2021-02-01,39
2021-02-02,58
2021-02-03,50
2021-02-04,60
2021-02-05,60
2021-02-08,56
2021-02-09,65
2021-02-10,63
2021-02-11,66
2021-02-12,73
2021-02-16,71
2021-02-17,66
2021-02-18,59
2021-02-19,59
2021-02-22,58
2021-02-23,57
2021-02-24,63
2021-02-25,58
2021-02-26,48
2021-03-01,58
2021-03-02,50
2021-03-03,43
2021-03-04,37
2021-03-05,41
2021-03-08,39
2021-03-09,43
2021-03-10,45
2021-03-11,50
2021-03-12,53
2021-03-15,56
2021-03-16,54
2021-03-17,57
2021-03-18,52
2021-03-19,50
2021-03-22,50
2021-03-23,41
2021-03-24,37
2021-03-25,37
2021-03-26,37
2021-03-29,39
2021-03-30,42
2021-03-31,44
2021-04-01,46
2021-04-05,54
2021-04-06,53
2021-04-07,52
2021-04-08,48
2021-04-09,47
2021-04-12,43
2021-04-13,43
2021-04-14,39
2021-04-15,47
2021-04-16,51
2021-04-19,45
2021-04-20,42
2021-04-21,49
2021-04-22,46
2021-04-23,47
2021-04-26,50
2021-04-27,54
2021-04-28,52
2021-04-29,56
2021-04-30,46
2021-05-03,47
2021-05-04,43
2021-05-05,43
2021-05-06,43
2021-05-07,48
2021-05-10,44
2021-05-11,42
2021-05-12,26
2021-05-13,34
2021-05-14,35
2021-05-17,36
2021-05-18,34
2021-05-19,32
2021-05-20,32
2021-05-21,29
2021-05-24,29
2021-05-25,26
2021-05-26,28
2021-05-27,30
2021-05-28,31
2021-06-01,35
2021-06-02,42
2021-06-03,40
2021-06-04,41
2021-06-07,44
2021-06-08,46
2021-06-09,48
2021-06-10,48
2021-06-11,51
2021-06-14,54
2021-06-15,52
2021-06-16,44
2021-06-17,42
2021-06-18,31
2021-06-21,32
2021-06-22,32
2021-06-23,33
2021-06-24,36
2021-06-25,41
2021-06-28,41
2021-06-29,39
2021-06-30,38
2021-07-01,38
2021-07-02,38
2021-07-06,33
2021-07-07,33
2021-07-08,26
2021-07-09,31
2021-07-12,31
2021-07-13,31
2021-07-14,29
2021-07-15,27
2021-07-16,26
2021-07-19,8
2021-07-20,20
2021-07-21,24
2021-07-22,24
2021-07-23,28
2021-07-26,30
2021-07-27,27
2021-07-28,27
2021-07-29,29
2021-07-30,25
2021-08-02,25
2021-08-03,29
2021-08-04,28
2021-08-05,29
2021-08-06,31
2021-08-09,32
2021-08-10,34
2021-08-11,37
2021-08-12,43
2021-08-13,47
2021-08-16,44
2021-08-17,31
2021-08-18,18
2021-08-19,14
2021-08-20,23
2021-08-23,30
2021-08-24,34
2021-08-25,36
2021-08-26,36
2021-08-27,47
2021-08-28,50
2021-08-30,47
2021-08-31,47
2021-09-01,43
2021-09-02,44
2021-09-03,44
2021-09-06,54
2021-09-07,41
2021-09-08,38
2021-09-09,33
2021-09-10,20
2021-09-13,28
2021-09-14,24
2021-09-15,31
2021-09-16,31
2021-09-17,17
2021-09-20,11
2021-09-21,11
2021-09-22,20
2021-09-23,24
2021-09-24,23
2021-09-27,24
2021-09-28,12
2021-09-29,12
2021-09-30,9
2021-10-01,18
2021-10-04,9
2021-10-05,18
2021-10-06,20
2021-10-07,24
2021-10-08,25
2021-10-11,25
2021-10-12,22
2021-10-13,24
2021-10-14,31
2021-10-15,43
2021-10-18,46
2021-10-19,53
2021-10-20,56
2021-10-21,60
2021-10-22,59
2021-10-25,62
2021-10-26,63
2021-10-27,58
2021-10-28,64
2021-10-29,65
2021-11-01,66
2021-11-02,68
2021-11-03,72
2021-11-04,72
2021-11-05,73
2021-11-08,74
2021-11-09,77
2021-11-10,73
2021-11-11,72
2021-11-12,74
2021-11-15,71
2021-11-16,72
2021-11-17,69
2021-11-18,70
2021-11-19,62
2021-11-22,60
2021-11-23,60
2021-11-24,56
2021-11-25,64
2021-11-26,31
2021-11-29,38
2021-11-30,24
2021-12-01,25
2021-12-02,22
2021-12-03,20
2021-12-06,21
2021-12-07,37
2021-12-08,41
2021-12-09,36
2021-12-10,42
2021-12-13,35
2021-12-14,31
2021-12-15,37
2021-12-16,33
2021-12-17,32
2021-12-20,29
2021-12-21,34
2021-12-22,39
2021-12-23,50
2021-12-24,40
2021-12-27,56
2021-12-28,62
2021-12-29,64
2021-12-30,63
2021-12-31,62
2022-01-03,65
2022-01-04,64
2022-01-05,51
2022-01-06,52
2022-01-07,49
2022-01-10,51
2022-01-11,56
2022-01-12,55
2022-01-13,52
2022-01-14,55
2022-01-18,53
2022-01-19,44
2022-01-20,39
2022-01-21,26
2022-01-24,23
2022-01-25,20
2022-01-26,19
2022-01-27,18
2022-01-28,23
2022-01-31,29
2022-02-01,30
2022-02-02,28
2022-02-03,26
2022-02-04,27
2022-02-07,27
2022-02-08,28
2022-02-09,32
2022-02-10,33
2022-02-11,28
2022-02-14,25
2022-02-15,29
2022-02-16,32
2022-02-17,32
2022-02-18,29
2022-02-22,28
2022-02-23,18
2022-02-24,21
2022-02-25,28
2022-02-28,25
2022-03-01,22
2022-03-02,17
2022-03-03,21
2022-03-04,18
2022-03-07,16
2022-03-08,16
2022-03-09,18
2022-03-10,17
2022-03-11,19
2022-03-14,17
2022-03-15,21
2022-03-16,25
2022-03-17,33
2022-03-18,38
2022-03-21,40
2022-03-22,44
2022-03-23,45
2022-03-24,46
2022-03-25,49
2022-03-28,51
2022-03-29,52
2022-03-30,52
2022-03-31,59
2022-04-01,59
2022-04-04,61
2022-04-05,47
2022-04-06,46
2022-04-07,46
2022-04-08,46
2022-04-11,43
2022-04-12,42
2022-04-13,41
2022-04-14,39
2022-04-18,37
2022-04-19,39
2022-04-20,43
2022-04-21,38
2022-04-22,31
2022-04-25,29
2022-04-26,17
2022-04-27,16
2022-04-28,24
2022-04-29,14
2022-05-02,13
2022-05-03,30
2022-05-04,22
2022-05-05,13
2022-05-06,12
2022-05-09,8
2022-05-10,7
2022-05-11,4
2022-05-12,3
2022-05-13,11
2022-05-16,11
2022-05-17,15
2022-05-18,6
2022-05-19,13
2022-05-20,12
2022-05-23,17
2022-05-24,16
2022-05-25,17
2022-05-26,24
2022-05-27,29
2022-05-31,40
2022-06-01,40
2022-06-02,44
2022-06-03,35
2022-06-06,42
2022-06-07,45
2022-06-08,48
2022-06-09,47
2022-06-10,40
2022-06-13,25
2022-06-14,20
2022-06-15,29
2022-06-16,17
2022-06-17,16
2022-06-21,19
2022-06-22,26
2022-06-23,26
2022-06-24,30
2022-06-27,30
2022-06-28,28
2022-06-29,26
2022-06-30,24
2022-07-01,24
2022-07-05,22
2022-07-06,22
2022-07-07,27
2022-07-08,31
2022-07-11,30
2022-07-12,30
2022-07-13,27
2022-07-14,26
2022-07-15,33
2022-07-18,35
2022-07-19,39
2022-07-20,44
2022-07-21,48
2022-07-22,42
2022-07-25,42
2022-07-26,42
2022-07-27,46
2022-07-28,48
2022-07-29,52
2022-08-01,59
2022-08-02,57
2022-08-03,60
2022-08-04,61
2022-08-05,63
2022-08-08,64
2022-08-09,64
2022-08-10,65
2022-08-11,65
2022-08-12,68
2022-08-15,66
2022-08-16,67
2022-08-17,67
2022-08-18,66
2022-08-19,63
2022-08-22,60
2022-08-23,57
2022-08-24,57
2022-08-25,58
2022-08-26,55
2022-08-29,54
2022-08-30,49
2022-08-31,52
2022-09-01,49
2022-09-02,42
2022-09-06,40
2022-09-07,39
2022-09-08,40
2022-09-09,43
2022-09-12,47
2022-09-13,36
2022-09-14,41
2022-09-15,40
2022-09-16,35
2022-09-19,36
2022-09-20,36
2022-09-21,27
2022-09-22,24
2022-09-23,21
2022-09-26,17
2022-09-27,16
2022-09-28,17
2022-09-29,13
2022-09-30,16
2022-10-03,20
2022-10-04,27
2022-10-05,29
2022-10-06,23
2022-10-07,19
2022-10-10,19
2022-10-11,16
2022-10-12,15
2022-10-13,19
2022-10-14,16
2022-10-17,23
2022-10-18,28
2022-10-19,29
2022-10-20,39
2022-10-21,43
2022-10-24,47
2022-10-25,51
2022-10-26,53
2022-10-27,54
2022-10-28,57
2022-10-31,64
2022-11-01,63
2022-11-02,55
2022-11-03,55
2022-11-04,56
2022-11-07,59
2022-11-08,57
2022-11-09,54
2022-11-10,60
2022-11-11,63
2022-11-14,62
2022-11-15,66
2022-11-16,65
2022-11-17,61
2022-11-18,60
2022-11-21,60
2022-11-22,60
2022-11-23,64
2022-11-25,63
2022-11-28,59
2022-11-29,58
2022-11-30,73
2022-12-01,75
2022-12-02,68
2022-12-05,65
2022-12-06,61
2022-12-07,58
2022-12-08,55
2022-12-09,52
2022-12-12,57
2022-12-13,59
2022-12-14,60
2022-12-15,60
2022-12-16,44
2022-12-19,39
2022-12-20,38
2022-12-21,38
2022-12-22,37
2022-12-23,39
2022-12-27,39
