timestamp,value,value_classification
2024-07-23 00:00:00,46.857142857142854,Fear
2024-07-24 00:00:00,38.614285714285714,Fear
2024-07-25 00:00:00,39.07142857142857,Fear
2024-07-26 00:00:00,42.542857142857144,Fear
2024-07-29 00:00:00,42.07142857142857,Fear
2024-07-30 00:00:00,40.8,Fear
2024-07-31 00:00:00,46.885714285714286,Fear
2024-08-01 00:00:00,32.4137432188065,Fear
2024-08-02 00:00:00,27.2,Fear
2024-08-05 00:00:00,16.573897707231,Extreme Fear
2024-08-06 00:00:00,23.6836236933798,Extreme Fear
2024-08-07 00:00:00,19.7593803786575,Extreme Fear
2024-08-08 00:00:00,23.952380952381,Extreme Fear
2024-08-09 00:00:00,23.4571428571429,Extreme Fear
2024-08-12 00:00:00,21.9428571428571,Extreme Fear
2024-08-13 00:00:00,25.0857142857143,Fear
2024-08-14 00:00:00,27.6,Fear
2024-08-15 00:00:00,33.1142857142857,Fear
2024-08-16 00:00:00,35.4285714285714,Fear
2024-08-19 00:00:00,46.9428571428571,Fear
2024-08-20 00:00:00,47.2857142857143,Fear
2024-08-21 00:00:00,51.7428571428571,Greed
2024-08-22 00:00:00,48.4,Fear
2024-08-23 00:00:00,54.8285714285714,Greed
2024-08-26 00:00:00,43.6285714285714,Fear
2024-08-27 00:00:00,55.0,Greed
2024-08-28 00:00:00,56.2285714285714,Greed
2024-08-29 00:00:00,60.1142857142857,Greed
2024-08-30 00:00:00,62.9714285714286,Greed
2024-09-03 00:00:00,54.1428571428571,Greed
2024-09-04 00:00:00,49.7428571428571,Fear
2024-09-05 00:00:00,47.5714285714286,Fear
2024-09-06 00:00:00,39.2571428571429,Fear
2024-09-09 00:00:00,40.8857142857143,Fear
2024-09-10 00:00:00,38.4571428571429,Fear
2024-09-11 00:00:00,39.0857142857143,Fear
2024-09-12 00:00:00,44.8,Fear
2024-09-13 00:00:00,47.4857142857143,Fear
2024-09-16 00:00:00,54.0857142857143,Greed
2024-09-17 00:00:00,55.8857142857143,Greed
2024-09-18 00:00:00,60.8285714285714,Greed
2024-09-19 00:00:00,65.0857142857143,Greed
2024-09-20 00:00:00,63.8571428571429,Greed
2024-09-23 00:00:00,65.0571428571429,Greed
2024-09-24 00:00:00,66.4857142857143,Greed
2024-09-25 00:00:00,67.0857142857143,Greed
2024-09-26 00:00:00,68.8285714285714,Greed
2024-09-27 00:00:00,72.7714285714286,Greed
2024-09-30 00:00:00,73.5142857142857,Greed
2024-10-01 00:00:00,67.8285714285714,Greed
2024-10-02 00:00:00,69.9142857142857,Greed
2024-10-03 00:00:00,71.0857142857143,Greed
2024-10-04 00:00:00,73.6,Greed
2024-10-07 00:00:00,69.4285714285714,Greed
2024-10-08 00:00:00,70.6,Greed
2024-10-09 00:00:00,71.4285714285714,Greed
2024-10-10 00:00:00,69.0857142857143,Greed
2024-10-11 00:00:00,74.6285714285714,Greed
2024-10-14 00:00:00,75.0857142857143,Extreme Greed
2024-10-15 00:00:00,66.9428571428572,Greed
2024-10-16 00:00:00,69.4571428571429,Greed
2024-10-17 00:00:00,70.7714285714286,Greed
2024-10-18 00:00:00,74.6857142857143,Greed
2024-10-21 00:00:00,70.3142857142857,Greed
2024-10-22 00:00:00,67.9142857142857,Greed
2024-10-23 00:00:00,62.2857142857143,Greed
2024-10-24 00:00:00,61.5142857142857,Greed
2024-10-25 00:00:00,60.8,Greed
2024-10-28 00:00:00,60.9142857142857,Greed
2024-10-29 00:00:00,57.7142857142857,Greed
2024-10-30 00:00:00,54.0,Greed
2024-10-31 00:00:00,46.5274725274725,Fear
2024-11-01 00:00:00,44.4901098901099,Fear
2024-11-04 00:00:00,41.2,Fear
2024-11-05 00:00:00,47.9428571428571,Fear
2024-11-06 00:00:00,58.2,Greed
2024-11-07 00:00:00,58.6,Greed
2024-11-08 00:00:00,62.6571428571429,Greed
2024-11-11 00:00:00,68.6,Greed
2024-11-12 00:00:00,66.5142857142857,Greed
2024-11-13 00:00:00,65.8285714285714,Greed
2024-11-14 00:00:00,58.2,Greed
2024-11-15 00:00:00,51.0571428571429,Greed
2024-11-18 00:00:00,49.8857142857143,Fear
2024-11-19 00:00:00,49.9428571428571,Fear
2024-11-20 00:00:00,49.6,Fear
2024-11-21 00:00:00,57.7428571428571,Greed
2024-11-22 00:00:00,60.7714285714286,Greed
2024-11-25 00:00:00,64.2285714285714,Greed
2024-11-26 00:00:00,66.0571428571429,Greed
2024-11-27 00:00:00,63.8857142857143,Greed
2024-11-28 00:00:00,63.7428571428571,Greed
2024-11-29 00:00:00,67.0571428571428,Greed
2024-12-02 00:00:00,66.5714285714286,Greed
2024-12-02 23:59:47,66.5714285714286,Greed
